"Guid","Name","SBQQ__Active__c","SBQQ__MasterProcessInput__c","SBQQ__Operator__c","SBQQ__ProcessInput__c","SBQQ__Value__c"
122a24e6-0c8d-45c7-a5cc-8bfbd302d539,Condititon 1,false,dad2cea5-d473-4267-963b-13398ff7f883,"#N/A",72dd9257-c55d-4bdd-a1a5-73eec8d05b59,2
